location,province,area,owner,culture,population_thousands,selector_type,selector,source,confidence,note
luxembourg,east_luxembourg_province,wallonia_area,ROM,antq_belgic,0.485,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
luxeuil,amont_province,franche_comte_area,ROM,antq_sequanian,0.483,province,amont_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy in the upper Saone and Jura approach; not an exact tribal polygon
lyon,lyonnais_province,lyonnais_area,ROM,antq_segusiavian,12.412,province,lyonnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Segusiavi campaign-boundary proxy around Lugdunum's western hinterland; not an exact urban census
maastricht,limburg_province,brabant_area,BTV,antq_belgic,0.053,area,brabant_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
machecoul,nantais_province,brittany_area,ROM,antq_namnetian,0.650,province,nantais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Namnetes campaign-boundary proxy; not an exact tribal polygon
macon,autunnais_province,burgundy_area,ROM,antq_aeduan,0.470,province,autunnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Aedui campaign-boundary proxy in the Saone basin; not an exact tribal polygon
mantes,pays_france_province,ile_de_france_area,ROM,antq_parisian,0.868,province,pays_france_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Parisii campaign-boundary proxy in the Seine basin; not an exact tribal polygon
marle,thierache_province,picardy_area,ROM,antq_nervian,0.808,province,thierache_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Nervii campaign-boundary proxy in the Sambre-Scheldt hinterland; not an exact tribal polygon
marmande,agenais_province,guyenne_area,ROM,antq_nitiobrigian,0.808,province,agenais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Nitiobriges campaign-boundary proxy in the Garonne basin; not an exact tribal polygon
marseille,aquisextain_province,provence_area,ROM,antq_saluvian,13.298,province,aquisextain_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Saluvii campaign-boundary proxy in lower Rhone Gaul; not an exact tribal polygon
maubeuge,hainaut_province,wallonia_area,ROM,antq_belgic,0.637,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
mauleon,bayonne_province,gascony_area,ROM,antq_tarbellian,0.353,province,bayonne_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Tarbelli campaign-boundary proxy in Aquitania; not an exact tribal polygon
mauleon_poitou,lower_poitou_province,poitou_area,ROM,antq_pictonian,0.640,province,lower_poitou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Pictones campaign-boundary proxy in lower Poitou; not an exact tribal polygon
mauriac,upper_auvergne_province,auvergne_area,ROM,antq_arvernian,0.350,province,upper_auvergne_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Arverni campaign-boundary proxy in the Massif Central; not an exact tribal polygon
mayenne,lower_maine_province,anjou_area,ROM,antq_aulerci_diablintian,0.710,province,lower_maine_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Aulerci Diablintes campaign-boundary proxy; not an exact tribal polygon
meaux,brie_champenois_province,champagne_area,ROM,antq_belgic,0.868,area,champagne_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
mechelen,antwerp_province,brabant_area,BTV,antq_belgic,0.103,area,brabant_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
melgueil,nimois_province,languedoc_area,ROM,antq_volcan_arecomican,0.637,province,nimois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Volcae Arecomici campaign-boundary proxy in Narbonensis; not an exact tribal polygon
melun,gatinais_province,ile_de_france_area,ROM,antq_senonian,0.473,province,gatinais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Senones campaign-boundary proxy southeast of the Parisii; not an exact tribal polygon
mende,gevaudan_province,languedoc_area,ROM,antq_gabalian,0.362,province,gevaudan_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Gabali campaign-boundary proxy in the Gevaudan uplands; not an exact tribal polygon
menehould,remois_province,champagne_area,ROM,antq_remian,0.881,province,remois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Remi campaign-boundary proxy in Champagne; not an exact tribal polygon
metz,pays_messin_province,lorraine_area,ROM,antq_treverian,1.039,province,pays_messin_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Treveri campaign-boundary proxy in the Moselle basin; not an exact tribal polygon
mevouillon,valentinois_province,savoy_area,ROM,antq_vocontian,0.270,province,valentinois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Vocontii campaign-boundary proxy in the pre-Alps; not an exact tribal polygon
millau,rouergue_province,guyenne_area,ROM,antq_rutenian,0.362,province,rouergue_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ruteni campaign-boundary proxy in the southern Massif Central; not an exact tribal polygon
mimizan,tursan_province,gascony_area,ROM,antq_elusatian,0.408,province,tursan_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Elusates campaign-boundary proxy in Aquitania; not an exact tribal polygon
mirande,armagnac_province,gascony_area,ROM,antq_auscian,0.808,province,armagnac_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ausci campaign-boundary proxy in Aquitania; not an exact tribal polygon
mirecourt,vosges_province,lorraine_area,ROM,antq_belgic,0.710,area,lorraine_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
mirepoix,foix_province,languedoc_area,ROM,antq_consorannian,0.350,province,foix_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Consoranni campaign-boundary proxy in the central Pyrenean foothills; not an exact tribal polygon
molins,bourbon_province,auvergne_area,ROM,antq_arvernian,0.650,province,bourbon_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Northern Arvernian campaign proxy across the Bourbonnais interface; not an exact tribal polygon
monfort_lamaury,pays_france_province,ile_de_france_area,ROM,antq_parisian,0.640,province,pays_france_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Parisii campaign-boundary proxy in the Seine basin; not an exact tribal polygon
monfort_sur_meu,ploermel_province,brittany_area,ROM,antq_coriosolitan,0.637,province,ploermel_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Coriosolitae campaign-boundary proxy; not an exact tribal polygon
mons,hainaut_province,wallonia_area,ROM,antq_belgic,0.868,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
mont_de_marsan,tursan_province,gascony_area,ROM,antq_elusatian,0.808,province,tursan_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Elusates campaign-boundary proxy in Aquitania; not an exact tribal polygon
montaigu,lower_poitou_province,poitou_area,ROM,antq_pictonian,0.544,province,lower_poitou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Pictones campaign-boundary proxy in lower Poitou; not an exact tribal polygon
montaigut,combraille_province,auvergne_area,ROM,antq_arvernian,0.433,province,combraille_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Arverni campaign-boundary proxy in the Combrailles upland; not an exact tribal polygon
montargis,orleanais_province,orleanais_area,ROM,antq_carnutian,0.637,province,orleanais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Carnutes campaign-boundary proxy around Cenabum; not an exact tribal polygon
montauban,quercy_province,guyenne_area,ROM,antq_cadurcian,0.473,province,quercy_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Cadurci campaign-boundary proxy in Aquitania; not an exact tribal polygon
montbeliard,amont_province,franche_comte_area,ROM,antq_sequanian,0.541,province,amont_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy in the upper Saone and Jura approach; not an exact tribal polygon
montbozon,amont_province,franche_comte_area,ROM,antq_sequanian,0.544,province,amont_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy in the upper Saone and Jura approach; not an exact tribal polygon
montbrison,lyonnais_province,lyonnais_area,ROM,antq_segusiavian,0.325,province,lyonnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Segusiavi campaign-boundary proxy around Lugdunum's western hinterland; not an exact urban census
montcenis,autunnais_province,burgundy_area,ROM,antq_aeduan,0.650,province,autunnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Aedui campaign-boundary proxy in the Saone basin; not an exact tribal polygon
montendre,saintonge_province,poitou_area,ROM,antq_santonian,0.473,province,saintonge_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Santoni campaign-boundary proxy on the Atlantic coast; not an exact tribal polygon
montflanquin,agenais_province,guyenne_area,ROM,antq_nitiobrigian,0.710,province,agenais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Nitiobriges campaign-boundary proxy in the Garonne basin; not an exact tribal polygon
montlaur,vivarais_province,languedoc_area,ROM,antq_helvian,0.273,province,vivarais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Helvii campaign-boundary proxy by the Rhone; not an exact tribal polygon
montlucon,bourbon_province,auvergne_area,ROM,antq_arvernian,0.650,province,bourbon_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Northern Arvernian campaign proxy across the Bourbonnais interface; not an exact tribal polygon
montmedy,west_luxembourg_province,wallonia_area,ROM,antq_belgic,0.473,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
montmorency,pays_france_province,ile_de_france_area,ROM,antq_parisian,0.868,province,pays_france_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Parisii campaign-boundary proxy in the Seine basin; not an exact tribal polygon
montmorillon,upper_poitou_province,poitou_area,ROM,antq_pictonian,0.710,province,upper_poitou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Pictones campaign-boundary proxy on the Atlantic side; not an exact tribal polygon
montpellier,nimois_province,languedoc_area,ROM,antq_volcan_arecomican,0.637,province,nimois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Volcae Arecomici campaign-boundary proxy in Narbonensis; not an exact tribal polygon
montreuil,ponthieu_province,picardy_area,ROM,antq_morinian,0.640,province,ponthieu_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Morini campaign-boundary proxy along the Channel coast; not an exact tribal polygon
montreuillon,nevernais_province,burgundy_area,ROM,antq_aeduan,0.473,province,nevernais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Aedui campaign-boundary proxy around Noviodunum and the western Saone-Loire interface; not an exact tribal polygon
morhange,pays_messin_province,lorraine_area,ROM,antq_treverian,0.808,province,pays_messin_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Treveri campaign-boundary proxy in the Moselle basin; not an exact tribal polygon
mortagne,perche_province,anjou_area,ROM,antq_carnutian,0.544,province,perche_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Carnutes campaign-boundary proxy east of the lower Aulerci frames; not an exact tribal polygon
mortain,cotentin_province,normandy_area,ROM,antq_unellian,0.650,province,cotentin_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Unelli campaign-boundary proxy in northern Gaul; not an exact tribal polygon
moutiers,savoy_province,savoy_area,ROM,antq_ceutronian,0.179,province,savoy_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ceutrones campaign-boundary proxy in Tarentaise and high Savoy; not an exact tribal polygon
mouzon,rethelois_province,champagne_area,ROM,antq_belgic,0.473,area,champagne_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
muret,comminges_province,gascony_area,ROM,antq_convenian,0.710,province,comminges_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Convenae campaign-boundary proxy in the Pyrenean foothills; not an exact tribal polygon
namur,namur_province,wallonia_area,ROM,antq_belgic,0.881,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
nancy,pays_nancy_province,lorraine_area,ROM,antq_mediomatrician,0.868,province,pays_nancy_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Mediomatrici campaign-boundary proxy in the Moselle basin; not an exact tribal polygon
nantes,nantais_province,brittany_area,ROM,antq_namnetian,1.210,province,nantais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Namnetes campaign-boundary proxy; not an exact tribal polygon
narbonne,narbonnais_province,languedoc_area,ROM,antq_elisycean,13.298,province,narbonnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Elisyces and Narbonensian littoral campaign proxy; Roman colonial presence does not make the entire province culturally uniform
nemours,gatinais_province,ile_de_france_area,ROM,antq_senonian,0.808,province,gatinais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Senones campaign-boundary proxy southeast of the Parisii; not an exact tribal polygon
nerac,bazadais_province,guyenne_area,ROM,antq_aquitanian,0.640,area,guyenne_area,P10;CAH-XI;PLE,contested,Aquitanian regional frame
nesle,vermandois_province,picardy_area,ROM,antq_viromanduian,0.710,province,vermandois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Viromandui campaign-boundary proxy around Augusta Viromanduorum; not an exact tribal polygon
neufchateau_des_vosges,vosges_province,lorraine_area,ROM,antq_belgic,0.637,area,lorraine_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
neufchateau_luxembourg,west_luxembourg_province,wallonia_area,ROM,antq_belgic,0.350,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
nevers,nevernais_province,burgundy_area,ROM,antq_aeduan,0.710,province,nevernais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Aedui campaign-boundary proxy around Noviodunum and the western Saone-Loire interface; not an exact tribal polygon
nice,nice_province,provence_area,ROM,antq_ligurian,0.489,province,nice_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ligurian coastal and pre-Alpine campaign proxy; not a uniform language claim
nimes,nimois_province,languedoc_area,ROM,antq_volcan_arecomican,13.298,province,nimois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Volcae Arecomici campaign-boundary proxy in Narbonensis; not an exact tribal polygon
niort,upper_poitou_province,poitou_area,ROM,antq_pictonian,0.637,province,upper_poitou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Pictones campaign-boundary proxy on the Atlantic side; not an exact tribal polygon
nivelles,brabant_province,brabant_area,BTV,antq_belgic,0.132,area,brabant_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
nogaro,armagnac_province,gascony_area,ROM,antq_auscian,0.808,province,armagnac_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ausci campaign-boundary proxy in Aquitania; not an exact tribal polygon
nogent_sur_seine,brie_champenois_province,champagne_area,ROM,antq_belgic,0.808,area,champagne_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
nontron,limousin_province,limousin_province,ROM,antq_lemovician,0.473,province,limousin_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Lemovices campaign-boundary proxy around Augustoritum and the Limousin uplands; not an exact tribal polygon
noyon,soissonais_province,ile_de_france_area,ROM,antq_suessionian,0.640,province,soissonais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Suessiones campaign-boundary proxy in northeastern Gaul; not an exact tribal polygon
oleron,saintonge_province,poitou_area,ROM,antq_santonian,0.741,province,saintonge_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Santoni campaign-boundary proxy on the Atlantic coast; not an exact tribal polygon
oloron,bearn_bigorre_province,gascony_area,ROM,antq_bigerrionian,0.284,province,bearn_bigorre_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Bigerriones campaign-boundary proxy in Aquitania; not an exact tribal polygon
orange,avignonnais_province,provence_area,ROM,antq_cavaric,0.868,province,avignonnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Cavares campaign-boundary proxy in lower Rhone Gaul; not an exact tribal polygon
orchimont,namur_province,wallonia_area,ROM,antq_belgic,0.513,area,wallonia_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
orgelet,aval_province,franche_comte_area,ROM,antq_sequanian,0.419,province,aval_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy in the Jura approach; not an exact tribal polygon
orleans,orleanais_province,orleanais_area,ROM,antq_carnutian,1.039,province,orleanais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Carnutes campaign-boundary proxy around Cenabum; not an exact tribal polygon
ornans,millieu_province,franche_comte_area,ROM,antq_sequanian,0.419,province,millieu_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy around Vesontio; not an exact tribal polygon
orthez,bearn_bigorre_province,gascony_area,ROM,antq_bigerrionian,0.710,province,bearn_bigorre_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Bigerriones campaign-boundary proxy in Aquitania; not an exact tribal polygon
ostend,west_flanders_province,flanders_area,ROM,antq_belgic,1.266,area,flanders_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
oudenaarde,east_flanders_province,flanders_area,ROM,antq_belgic,0.650,area,flanders_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
pamiers,foix_province,languedoc_area,ROM,antq_consorannian,0.353,province,foix_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Consoranni campaign-boundary proxy in the central Pyrenean foothills; not an exact tribal polygon
paris,pays_france_province,ile_de_france_area,ROM,antq_parisian,0.868,province,pays_france_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Parisii campaign-boundary proxy in the Seine basin; not an exact tribal polygon
parthenay,lower_poitou_province,poitou_area,ROM,antq_pictonian,0.640,province,lower_poitou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Pictones campaign-boundary proxy in lower Poitou; not an exact tribal polygon
passavant,anjou_province,anjou_area,ROM,antq_andecavian,0.637,province,anjou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Andecavi campaign-boundary proxy in the Loire basin; not an exact tribal polygon
pau,bearn_bigorre_province,gascony_area,ROM,antq_bigerrionian,0.710,province,bearn_bigorre_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Bigerriones campaign-boundary proxy in Aquitania; not an exact tribal polygon
perigueux,perigord_province,guyenne_area,ROM,antq_petrocorian,0.650,province,perigord_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Petrocorii campaign-boundary proxy in Aquitania; not an exact tribal polygon
peronne,vermandois_province,picardy_area,ROM,antq_viromanduian,1.039,province,vermandois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Viromandui campaign-boundary proxy around Augusta Viromanduorum; not an exact tribal polygon
perreux,beaujolais_province,lyonnais_area,ROM,antq_segusiavian,0.541,province,beaujolais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Segusiavi campaign-boundary proxy north of Lugdunum; not an exact tribal polygon
peyre,gevaudan_province,languedoc_area,ROM,antq_gabalian,0.313,province,gevaudan_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Gabali campaign-boundary proxy in the Gevaudan uplands; not an exact tribal polygon
peyrusse,rouergue_province,guyenne_area,ROM,antq_rutenian,0.541,province,rouergue_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ruteni campaign-boundary proxy in the southern Massif Central; not an exact tribal polygon
ploermel,ploermel_province,brittany_area,ROM,antq_coriosolitan,0.941,province,ploermel_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Coriosolitae campaign-boundary proxy; not an exact tribal polygon
poitiers,upper_poitou_province,poitou_area,ROM,antq_pictonian,0.808,province,upper_poitou_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Pictones campaign-boundary proxy on the Atlantic side; not an exact tribal polygon
poligny,aval_province,franche_comte_area,ROM,antq_sequanian,0.313,province,aval_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy in the Jura approach; not an exact tribal polygon
pont_audemer,rouennais_province,normandy_area,ROM,antq_veliocassian,0.881,province,rouennais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Veliocasses campaign-boundary proxy in northern Gaul; not an exact tribal polygon
pont_douilly,caennais_province,normandy_area,ROM,antq_baiocassian,0.941,province,caennais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Baiocasses campaign-boundary proxy in northern Gaul; not an exact tribal polygon
pontarlier,aval_province,franche_comte_area,ROM,antq_sequanian,0.418,province,aval_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Sequani campaign-boundary proxy in the Jura approach; not an exact tribal polygon
pragelato,gresivaudan_province,savoy_area,ROM,antq_allobrogian,0.167,province,gresivaudan_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Allobroges-facing campaign proxy around Cularo and the Isere valley; not an exact tribal polygon
privas,vivarais_province,languedoc_area,ROM,antq_helvian,0.350,province,vivarais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Helvii campaign-boundary proxy by the Rhone; not an exact tribal polygon
provins,brie_champenois_province,champagne_area,ROM,antq_belgic,0.808,area,champagne_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
puget_theniers,nice_province,provence_area,ROM,antq_ligurian,0.167,province,nice_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ligurian coastal and pre-Alpine campaign proxy; not a uniform language claim
quimper,cornouaille_province,brittany_area,ROM,antq_osismian,1.151,province,cornouaille_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Osismi campaign-boundary proxy; not an exact tribal polygon
quimperle,cornouaille_province,brittany_area,ROM,antq_osismian,1.052,province,cornouaille_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Osismi campaign-boundary proxy; not an exact tribal polygon
redon,vannetais_province,brittany_area,ROM,antq_venetian,0.650,province,vannetais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Veneti campaign-boundary proxy; not an exact tribal polygon
reims,remois_province,champagne_area,ROM,antq_remian,0.808,province,remois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Remi campaign-boundary proxy in Champagne; not an exact tribal polygon
rennes,rennais_province,brittany_area,ROM,antq_redonian,1.039,province,rennais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Redones campaign-boundary proxy; not an exact tribal polygon
rethel,rethelois_province,champagne_area,ROM,antq_belgic,0.473,area,champagne_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
ribemont,thierache_province,picardy_area,ROM,antq_nervian,0.808,province,thierache_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Nervii campaign-boundary proxy in the Sambre-Scheldt hinterland; not an exact tribal polygon
riberac,perigord_province,guyenne_area,ROM,antq_petrocorian,0.637,province,perigord_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Petrocorii campaign-boundary proxy in Aquitania; not an exact tribal polygon
riom,lower_auvergne_province,auvergne_area,ROM,antq_arvernian,0.637,province,lower_auvergne_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Arverni campaign-boundary proxy around Augustonemetum; not an exact tribal polygon
riverie,lyonnais_province,lyonnais_area,ROM,antq_segusiavian,0.639,province,lyonnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Segusiavi campaign-boundary proxy around Lugdunum's western hinterland; not an exact urban census
roanne,lyonnais_province,lyonnais_area,ROM,antq_segusiavian,0.419,province,lyonnais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Segusiavi campaign-boundary proxy around Lugdunum's western hinterland; not an exact urban census
rochechouart,la_marche_province,limousin_province,ROM,antq_lemovician,0.485,province,limousin_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Lemovices campaign-boundary proxy around Augustoritum and the Limousin uplands; not an exact tribal polygon
rochefort,saintonge_province,poitou_area,ROM,antq_santonian,0.741,province,saintonge_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Santoni campaign-boundary proxy on the Atlantic coast; not an exact tribal polygon
rodez,rouergue_province,guyenne_area,ROM,antq_rutenian,0.541,province,rouergue_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Ruteni campaign-boundary proxy in the southern Massif Central; not an exact tribal polygon
roermond,limburg_province,brabant_area,BTV,antq_belgic,0.044,area,brabant_area,P8.7;P10;CAH-XI,contested,Belgic regional proxy under Roman frontier influence
rohan,ploermel_province,brittany_area,ROM,antq_coriosolitan,0.485,province,ploermel_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Armorican Coriosolitae campaign-boundary proxy; not an exact tribal polygon
romans,viennois_province,savoy_area,ROM,antq_allobrogian,0.637,province,viennois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Allobroges campaign-boundary proxy in the Rhone Alps; not an exact tribal polygon
romorantin,blois_province,orleanais_area,ROM,antq_carnutian,0.395,province,blois_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Carnutes campaign-boundary proxy in the central Loire basin; not an exact tribal polygon
rosnay,perthois_province,champagne_area,ROM,antq_belgic,0.808,area,champagne_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
roucy,soissonais_province,ile_de_france_area,ROM,antq_suessionian,0.640,province,soissonais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Suessiones campaign-boundary proxy in northeastern Gaul; not an exact tribal polygon
rouen,rouennais_province,normandy_area,ROM,antq_veliocassian,1.039,province,rouennais_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Veliocasses campaign-boundary proxy in northern Gaul; not an exact tribal polygon
royan,saintonge_province,poitou_area,ROM,antq_santonian,0.808,province,saintonge_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Santoni campaign-boundary proxy on the Atlantic coast; not an exact tribal polygon
saarwerden,sarregueminois_province,lorraine_area,ROM,antq_belgic,0.485,area,lorraine_area,P8.1;P10;CAH-XI;PLE,contested,Belgic regional proxy under Roman provincial integration
sable,upper_maine_province,anjou_area,ROM,antq_aulerci_cenomanian,0.650,province,upper_maine_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Aulerci Cenomani campaign-boundary proxy; not an exact tribal polygon
saint_avold,pays_messin_province,lorraine_area,ROM,antq_treverian,0.881,province,pays_messin_province,P10;STR-GAL;PLN-GAL;OCD-GAL;PLE,contested,Treveri campaign-boundary proxy in the Moselle basin; not an exact tribal polygon
saint_brieuc,tregor_province,brittany_area,ROM,antq_armorican,0.485,area,brittany_area,P10;CAH-XI;PLE,contested,Armorican regional frame
