tag,name,region,regular_land,levy_land,mercenary_land,regular_navy,coastal_locations,patrol_navy,transport_navy,land_floor,levy_floor,mercenary_floor,naval_patrol_floor,naval_transport_floor,inland_exclusion_floor
RSW,Rajang-Sarawak Coastal Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,igan;mukah;samarahan;santubong;saribas;sarikei;sebuyau;tandang_sari;tatau,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
KSB,Kinabatangan-Sabah Littoral Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,kinabatangan;kota_marudu;kudat;lahad_datu;sandakan;sibumbong;sugut,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
NEB,Northeast Borneo River-Sea Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,sambaliung;sebuku;sesayap;sungai_lati;tanjung_palas;tarakan;tawau;tong_talun,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
SGK,Sangkulirang Karst,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,bengalon;karangan;sandaran;sangata;sepinang,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
MHK,Mahakam River Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,jembayan;kutai_lama;tuyuk,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
KPM,Kapuas-Melawi River Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,kubu;pontianak,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
WBC,Western Borneo Coastal Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,kendawangan;mandor;mempawah;monterado;pesaguan;sambas;sukadana;tanjungpura;teluk_melano,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
CSB,Central-Southern Borneo River Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,air_hitam;jelai;kahayan_hilir;kotawaringin_lama;kumai;mendawai;sampit;seruyan,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
BPR,Banjar-Paser River-Coast Networks,Southeast Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,bangkalan_borneo;banjar;cantung;pagatan;paser;pelaihari;sigam,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
TON,Tonga-Samoa-Fiji,Oceania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_sulawesi_lashed_lug_patrol;antq_sulawesi_outrigger_transport,haapai;savaii;tongatapu;tutuila;upolu;vauvau,antq_sulawesi_lashed_lug_patrol,antq_sulawesi_outrigger_transport,pass,pass,pass,pass,pass,pass
TEO,Teotihuacan,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
CUI,Cuicuilco,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
MAY,Early Maya Polities,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,bakhalal;calkini;chacchoben;chactemal;chakan_putum;chakan_yucatan;chalchuapa;dzilam;ekab;hunucma;itzcuintlan;kaan_peech;kakol_kiej;kuskatan;labcah;maxcanu;motul;nonualco;tho;titsimin;tixchel;tixmul;xicallanco;zama,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
ZAP,Monte Alban,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,cuauhtolco;huamelula;manialtepec;tehuantepec;tonameca;tututepec;zanatepec,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
EPI,Epi-Olmec,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,acayucan;atzaccan;cempoala;coatzacoalco;cuauhtochco;puctlan;quiahuiztlan;tlacotlalpan;tonala_coatzacoalco;tozlan;xamapan,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
NYS,Nayarit Shaft-Tomb,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,aztatlan;sentispac;xalisco,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
TJC,Central Jalisco Teuchitlan Networks,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
SJB,Southern Jalisco Basin,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
COL,Colima-Coahuayana,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,caxitlan;chucutitlan;coahuayana;tlacalahuastla;tomatlan;xihutla;zihuatlan,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
BJC,Chupicuaro-Bajio,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
PHC,Patzcuaro Highland,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
MBC,Central Michoacan Basin,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
TVC,Toluca Valley Formative,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
MZC,Mezcala-Balsas Preurban,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
JZH,Jalisco-Zacatecas,Mesoamerica,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
SDR,Ancestral Sonoran Desert,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
HOP,Hopewell Sphere,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
BSK,Basketmaker II,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
DOR,Dorset,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,altafjord;brattahlid;dyrnes;einarsfjord;gardr;herjolfsnes;hvalsey;iqaluit;ketilsfjord;lundey;petursvik;siglufjord;vatnahverfi,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
PPA,Adirondack-St Lawrence,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,nikahionhwakowa,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
MHP,Mohawk Point Peninsula,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
FLP,Finger Lakes Peninsula,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,antq_caribbean_dugout_patrol;antq_caribbean_dugout_transport,assorodus;irondequoit;oswego,antq_caribbean_dugout_patrol,antq_caribbean_dugout_transport,pass,pass,pass,pass,pass,pass
HVI,Havana-Illinois Valley,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
ABW,American Bottom Woodland,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
CMW,Mississippi Woodland,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
MRW,Meramec-Missouri Woodland,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
KCP,Lower Missouri Hopewell,North America,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_andean_sling_company;antq_caravan_guard_company;antq_frontier_spear_company;antq_mesoamerican_atlatl_company,,,,,pass,pass,pass,pass,pass,pass
GER,Angrivarii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_angrivarian_spear_following;antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
ARI,Aria,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
YNC,Yancai,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_pontic_monoxylon_patrol;antq_pontic_river_sea_transport,tenteksor;ushkan,antq_pontic_monoxylon_patrol,antq_pontic_river_sea_transport,pass,pass,pass,pass,pass,pass
SRY,Saryarka Late Iron-Age Horizon,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
GMU,Gumo,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
QIM,Qiemo,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
YQI,Yanqi,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
SHC,Shache,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
PUL,Puli,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
FJS,Further Jushi,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
IWL,Yiwulu,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
DNH,Danhuan,Tarim,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
HMR,Han River Mahan,Korea,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_byeonhan_cargo_ferry;antq_byeonhan_coastal_patrol,inju;kaesong;suwon,antq_byeonhan_coastal_patrol,antq_byeonhan_cargo_ferry,pass,pass,pass,pass,pass,pass
GMR,Geum River Mahan,Korea,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_byeonhan_cargo_ferry;antq_byeonhan_coastal_patrol,aju;boryeong;hansan;hongju;seosan,antq_byeonhan_coastal_patrol,antq_byeonhan_cargo_ferry,pass,pass,pass,pass,pass,pass
MAM,Middle Amur Pol'tse Horizon,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
LAM,Lower Amur Estuary Networks,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_pontic_monoxylon_patrol;antq_pontic_river_sea_transport,bulava;datta;deren;kema;koppi;nurgan;samarginka;shantar;torom;tugur;tumzhdin;usalgin,antq_pontic_monoxylon_patrol,antq_pontic_river_sea_transport,pass,pass,pass,pass,pass,pass
SKH,Sakhalin Paleometal,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_pontic_monoxylon_patrol;antq_pontic_river_sea_transport,boluohe;guohuo;idy_sakhalin;kushunkotan;nanghaer;nayoro;wuliehe,antq_pontic_monoxylon_patrol,antq_pontic_river_sea_transport,pass,pass,pass,pass,pass,pass
YIL,Ussuri-Sanjiang Yilou Horizon,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
MDN,Mudan Basin,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
WJO,Northern Okjeo Corridor,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_pontic_monoxylon_patrol;antq_pontic_river_sea_transport,anju_nurgan;nogule;shili;tulazi;yongmingcheng,antq_pontic_monoxylon_patrol,antq_pontic_river_sea_transport,pass,pass,pass,pass,pass,pass
ZHZ,Zhang Zhung,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
SMP,Sumpa,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
CTP,Changtang Pastoral Networks,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
YAR,Bangga-Yarlung Horizon,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
UTV,Central Tsangpo Valley Network,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
TSG,Western Tsang Valley Network,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
QMC,Qamdo River-Corridor Network,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
DRC,Drichu Highland Network,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
EPC,Eastern Plateau Corridor Network,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
BED,Chaulotaeans,Arabia,antq_bow_infantry;antq_camelry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_north_arabian_camel_scouts;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
SIB,Tes-Tashtyk Transition,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,,,pass,pass,pass,pass,pass,pass
GNG,Magadha,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
AUD,Audumbara,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
NMS,Northern Satrapy of Mathura,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
PCM,Panchala Mitra Kingdom,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
KSM,Kaushambi Mitra Kingdom,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
AYM,Ayodhya Mitra Kingdom,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
KSH,Kashi Janapada,India,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,,,pass,pass,pass,pass,pass,pass
